pop,gen,best,mean,unique
0,5193,8.762,7.2697,76
1,5193,8.762,7.2079,67
2,5193,8.762,7.2636,85
3,5193,8.762,7.2182,76
0,5194,8.762,7.3677,73
1,5194,8.762,7.32,78
2,5194,8.762,7.1741,79
3,5194,8.762,7.2121,69
0,5195,8.762,7.3207,79
1,5195,8.762,7.2297,77
2,5195,8.762,7.3149,72
3,5195,8.762,7.3898,70
0,5196,8.762,7.319,73
1,5196,8.762,7.3611,66
2,5196,8.762,7.333,70
3,5196,8.762,7.2816,72
0,5197,8.762,7.309,77
1,5197,8.762,7.2723,81
2,5197,8.762,7.4528,68
3,5197,8.762,7.2308,79
0,5198,8.762,7.3019,83
1,5198,8.762,7.4655,73
2,5198,8.762,7.3359,81
3,5198,8.762,7.3874,71
0,5199,8.762,7.3591,72
1,5199,8.762,7.3222,78
2,5199,8.762,7.2665,69
3,5199,8.762,7.362,87
0,5200,8.762,7.3813,71
1,5200,8.762,7.3374,77
2,5200,8.762,7.2731,76
3,5200,8.762,7.4309,75
0,5201,8.762,7.3344,79
1,5201,8.762,7.392,70
2,5201,8.762,7.2229,81
3,5201,8.762,7.3191,73
0,5202,8.762,7.3151,77
1,5202,8.762,7.1397,83
2,5202,8.762,7.3809,60
3,5202,8.762,7.2799,82
0,5203,8.762,7.4395,68
1,5203,8.762,7.3648,62
2,5203,8.762,7.0622,81
3,5203,8.762,7.3325,75
0,5204,8.762,7.2841,77
1,5204,8.762,7.1802,72
2,5204,8.762,7.2506,77
3,5204,8.762,7.1011,83
0,5205,8.762,7.2354,67
1,5205,8.762,7.1489,84
2,5205,8.762,7.3711,77
3,5205,8.762,7.5374,63
0,5206,8.762,7.4744,76
1,5206,8.762,7.2183,78
2,5206,8.762,7.3143,77
3,5206,8.762,7.2397,78
0,5207,8.762,7.3558,77
1,5207,8.762,7.2896,81
2,5207,8.762,7.2931,86
3,5207,8.762,7.2532,72
0,5208,8.762,7.2019,80
1,5208,8.762,7.1191,77
2,5208,8.762,7.2076,82
3,5208,8.762,7.5269,68
0,5209,8.762,7.271,75
1,5209,8.762,7.3367,63
2,5209,8.762,7.2957,71
3,5209,8.762,7.3139,86
0,5210,8.762,7.372,86
1,5210,8.762,7.3684,82
2,5210,8.762,7.1596,74
3,5210,8.762,7.2658,79
0,5211,8.762,7.3041,83
1,5211,8.762,7.2893,69
2,5211,8.762,7.3848,68
3,5211,8.762,7.246,76
0,5212,8.762,7.2481,70
1,5212,8.762,7.2855,75
2,5212,8.762,7.2991,73
3,5212,8.762,7.4523,67
0,5213,8.762,7.159,76
1,5213,8.762,7.2944,74
2,5213,8.762,7.3098,71
3,5213,8.762,7.2934,80
0,5214,8.762,7.2828,81
1,5214,8.762,7.2704,83
2,5214,8.762,7.3818,72
3,5214,8.762,7.3559,70
0,5215,8.762,7.2579,74
1,5215,8.762,7.2801,72
2,5215,8.762,7.3344,75
3,5215,8.762,7.373,72
0,5216,8.762,7.3206,67
1,5216,8.762,7.3441,86
2,5216,8.762,7.2281,77
3,5216,8.762,7.3231,77
0,5217,8.762,7.2695,83
1,5217,8.762,7.4187,71
2,5217,8.762,7.2941,79
3,5217,8.762,7.407,69
0,5218,8.762,7.1711,78
1,5218,8.762,7.2517,74
2,5218,8.762,7.3196,76
3,5218,8.762,7.2781,80
0,5219,8.762,7.3877,75
1,5219,8.762,7.105,84
2,5219,8.762,7.2608,90
3,5219,8.762,7.2041,77
0,5220,8.762,7.2056,81
1,5220,8.762,7.3612,82
2,5220,8.762,7.4052,78
3,5220,8.762,7.338,71
0,5221,8.762,7.1936,76
1,5221,8.762,7.3683,73
2,5221,8.762,7.1381,83
3,5221,8.762,7.273,75
0,5222,8.762,7.2736,84
1,5222,8.762,7.192,76
2,5222,8.762,7.3574,71
3,5222,8.762,7.3499,74
0,5223,8.762,7.4442,74
1,5223,8.762,7.2744,71
2,5223,8.762,7.4637,73
3,5223,8.762,7.2559,78
0,5224,8.762,7.3496,61
1,5224,8.762,7.3337,81
2,5224,8.762,7.3211,73
3,5224,8.762,7.3077,80
0,5225,8.762,7.3725,76
1,5225,8.762,7.2802,81
2,5225,8.762,7.1546,84
3,5225,8.762,7.4127,67
0,5226,8.762,7.3202,80
1,5226,8.762,7.336,77
2,5226,8.762,7.2889,85
3,5226,8.762,7.1429,87
0,5227,8.762,7.3498,79
1,5227,8.762,7.2453,77
2,5227,8.762,7.146,81
3,5227,8.762,7.3337,76
0,5228,8.762,7.3541,79
1,5228,8.762,7.3188,75
2,5228,8.762,7.0661,84
3,5228,8.762,7.155,74
0,5229,8.762,7.4619,74
1,5229,8.762,7.2496,75
2,5229,8.762,7.3204,76
3,5229,8.762,7.4401,77
0,5230,8.762,7.2605,80
1,5230,8.762,7.2371,77
2,5230,8.762,7.1754,78
3,5230,8.762,7.0916,86
0,5231,8.762,7.3215,74
1,5231,8.762,7.2674,69
2,5231,8.762,7.4233,77
3,5231,8.762,7.3158,77
0,5232,8.762,7.3547,77
1,5232,8.762,7.2349,73
2,5232,8.762,7.2881,75
3,5232,8.762,7.3442,75
0,5233,8.762,7.3931,67
1,5233,8.762,7.2781,71
2,5233,8.762,7.217,81
3,5233,8.762,7.4818,71
0,5234,8.762,7.2356,69
1,5234,8.762,7.3023,76
2,5234,8.762,7.1754,76
3,5234,8.762,7.1773,71
0,5235,8.762,7.2146,86
1,5235,8.762,7.3207,78
2,5235,8.762,7.3141,72
3,5235,8.762,7.2075,88
0,5236,8.762,7.2254,86
1,5236,8.762,7.26,69
2,5236,8.762,7.3695,78
3,5236,8.762,7.2439,84
0,5237,8.762,7.1989,80
1,5237,8.762,7.3019,78
2,5237,8.762,7.3325,67
3,5237,8.762,7.1682,81
0,5238,8.762,7.3312,78
1,5238,8.762,7.2796,83
2,5238,8.762,7.3126,78
3,5238,8.762,7.285,72
0,5239,8.762,7.0542,86
1,5239,8.762,7.3319,68
2,5239,8.762,7.2699,83
3,5239,8.762,7.4154,77
0,5240,8.762,7.33,73
1,5240,8.762,7.3169,76
2,5240,8.762,7.2595,78
3,5240,8.762,7.3373,71
0,5241,8.762,7.1352,73
1,5241,8.762,7.3354,73
2,5241,8.762,7.1219,78
3,5241,8.762,7.3898,75
0,5242,8.762,7.3168,76
1,5242,8.762,7.1597,83
2,5242,8.762,7.1695,79
3,5242,8.762,7.4432,72
0,5243,8.762,7.3555,78
1,5243,8.762,7.3742,76
2,5243,8.762,7.4974,70
3,5243,8.762,7.1891,85
0,5244,8.762,7.269,78
1,5244,8.762,7.2869,79
2,5244,8.762,7.2635,77
3,5244,8.762,7.1825,81
0,5245,8.762,7.1317,77
1,5245,8.762,7.3408,75
2,5245,8.762,7.2633,74
3,5245,8.762,7.2379,89
0,5246,8.762,7.3385,69
1,5246,8.762,7.3328,67
2,5246,8.762,7.3546,72
3,5246,8.762,7.2397,77
0,5247,8.762,7.3657,80
1,5247,8.762,7.2358,75
2,5247,8.762,7.4298,74
3,5247,8.762,7.2223,75
0,5248,8.762,7.3227,73
1,5248,8.762,7.2709,78
2,5248,8.762,7.3474,63
3,5248,8.762,7.2656,79
0,5249,8.762,7.2239,82
1,5249,8.762,7.2013,78
2,5249,8.762,7.1432,82
3,5249,8.762,7.2871,74
0,5250,8.762,7.2407,71
1,5250,8.762,7.3288,76
2,5250,8.762,7.2803,77
3,5250,8.762,7.2758,85
0,5251,8.762,7.3464,81
1,5251,8.762,7.3714,81
2,5251,8.762,7.3025,74
3,5251,8.762,7.3052,74
0,5252,8.762,7.3949,66
1,5252,8.762,7.4057,66
2,5252,8.762,7.4192,70
3,5252,8.762,7.2686,84
0,5253,8.762,7.3221,72
1,5253,8.762,7.3404,74
2,5253,8.762,7.2366,86
3,5253,8.762,7.2351,75
0,5254,8.762,7.3894,78
1,5254,8.762,7.3439,71
2,5254,8.762,7.1746,77
3,5254,8.762,7.3249,75
0,5255,8.762,7.2699,72
1,5255,8.762,7.1407,87
2,5255,8.762,7.2094,81
3,5255,8.762,7.4502,75
0,5256,8.762,7.3269,77
1,5256,8.762,7.0788,85
2,5256,8.762,7.195,81
3,5256,8.762,7.2043,76
0,5257,8.762,7.2615,82
1,5257,8.762,7.2565,72
2,5257,8.762,7.2876,83
3,5257,8.762,7.3042,77
0,5258,8.762,7.2448,79
1,5258,8.762,7.2535,72
2,5258,8.762,7.4495,74
3,5258,8.762,7.2448,76
0,5259,8.762,7.2299,74
1,5259,8.762,7.1557,84
2,5259,8.762,7.2379,75
3,5259,8.762,7.1704,86
0,5260,8.762,7.2884,69
1,5260,8.762,7.1796,84
2,5260,8.762,7.288,79
3,5260,8.762,7.3852,67
0,5261,8.762,7.1394,86
1,5261,8.762,7.335,79
2,5261,8.762,7.3268,71
3,5261,8.762,7.3807,72
0,5262,8.762,7.4199,67
1,5262,8.762,7.4201,73
2,5262,8.762,7.2297,89
3,5262,8.762,7.2368,83
0,5263,8.762,7.3263,69
1,5263,8.762,7.1827,81
2,5263,8.762,7.4311,67
3,5263,8.762,7.2899,86
0,5264,8.762,7.1713,80
1,5264,8.762,7.3629,70
2,5264,8.762,7.4349,69
3,5264,8.762,7.2256,82
0,5265,8.762,7.2927,81
1,5265,8.762,7.2612,73
2,5265,8.762,7.2975,79
3,5265,8.762,7.1719,84
0,5266,8.762,7.2571,78
1,5266,8.762,7.3056,75
2,5266,8.762,7.3291,67
3,5266,8.762,7.3632,73
0,5267,8.762,7.3057,75
1,5267,8.762,7.3495,70
2,5267,8.762,7.4153,74
3,5267,8.762,7.3074,75
0,5268,8.762,7.2299,71
1,5268,8.762,7.2921,69
2,5268,8.762,7.4443,68
3,5268,8.762,7.2592,86
0,5269,8.762,7.2781,69
1,5269,8.762,7.4489,60
2,5269,8.762,7.2115,73
3,5269,8.762,7.4061,76
0,5270,8.762,7.373,82
1,5270,8.762,7.3004,84
2,5270,8.762,7.2135,85
3,5270,8.762,7.2681,76
0,5271,8.762,7.2401,75
1,5271,8.762,7.4217,78
2,5271,8.762,7.3257,77
3,5271,8.762,7.2726,76
0,5272,8.762,7.2841,70
1,5272,8.762,7.0983,88
2,5272,8.762,7.2847,83
3,5272,8.762,7.3732,68
0,5273,8.762,7.29,74
1,5273,8.762,7.2754,74
2,5273,8.762,7.3048,86
3,5273,8.762,7.3724,76
0,5274,8.762,7.2424,77
1,5274,8.762,7.1864,91
2,5274,8.762,7.2457,76
3,5274,8.762,7.2539,66
0,5275,8.762,7.2551,81
1,5275,8.762,7.2264,78
2,5275,8.762,7.3004,79
3,5275,8.762,7.2178,78
0,5276,8.762,7.3732,67
1,5276,8.762,7.3526,80
2,5276,8.762,7.2451,78
3,5276,8.762,7.2774,85
0,5277,8.762,7.2401,87
1,5277,8.762,7.1045,75
2,5277,8.762,7.1939,82
3,5277,8.762,7.1207,78
0,5278,8.762,7.4118,75
1,5278,8.762,7.1658,77
2,5278,8.762,7.3222,74
3,5278,8.762,7.362,84
0,5279,8.762,7.2691,70
1,5279,8.762,7.4571,66
2,5279,8.762,7.3291,76
3,5279,8.762,7.212,84
0,5280,8.762,7.3232,77
1,5280,8.762,7.3297,75
2,5280,8.762,7.3481,78
3,5280,8.762,7.1919,76
0,5281,8.762,7.1893,86
1,5281,8.762,7.3618,72
2,5281,8.762,7.332,86
3,5281,8.762,7.2218,79
0,5282,8.762,7.3452,76
1,5282,8.762,7.2022,78
2,5282,8.762,7.1974,89
3,5282,8.762,7.2968,77
0,5283,8.762,7.419,66
1,5283,8.762,7.3623,73
2,5283,8.762,7.4194,70
3,5283,8.762,7.3024,84
0,5284,8.762,7.0888,92
1,5284,8.762,7.1043,78
2,5284,8.762,7.404,72
3,5284,8.762,7.3677,78
0,5285,8.762,7.193,77
1,5285,8.762,7.2644,76
2,5285,8.762,7.3445,78
3,5285,8.762,7.2526,72
0,5286,8.762,7.2099,87
1,5286,8.762,7.242,82
2,5286,8.762,7.3448,80
3,5286,8.762,7.304,83
0,5287,8.762,7.2287,82
1,5287,8.762,7.2964,78
2,5287,8.762,7.1367,80
3,5287,8.762,7.224,78
0,5288,8.762,7.3112,76
1,5288,8.762,7.1887,81
2,5288,8.762,7.1843,69
3,5288,8.762,7.3407,70
0,5289,8.762,7.2356,81
1,5289,8.762,7.4711,75
2,5289,8.762,7.3312,67
3,5289,8.762,7.1782,82
0,5290,8.762,7.3725,71
1,5290,8.762,7.2293,73
2,5290,8.762,7.336,70
3,5290,8.762,7.3249,74
0,5291,8.762,7.0686,98
1,5291,8.762,7.251,87
2,5291,8.762,7.2792,74
3,5291,8.762,7.1955,78
0,5292,8.762,7.0686,87
1,5292,8.762,7.219,68
2,5292,8.762,7.3656,68
3,5292,8.762,7.3245,85
0,5293,8.762,7.4461,72
1,5293,8.762,7.3163,76
2,5293,8.762,7.292,75
3,5293,8.762,7.2772,79
0,5294,8.762,7.3057,74
1,5294,8.762,7.3451,80
2,5294,8.762,7.1568,83
3,5294,8.762,7.4977,70
0,5295,8.762,7.239,87
1,5295,8.762,7.228,85
2,5295,8.762,7.2405,74
3,5295,8.762,7.3258,77
0,5296,8.762,7.2504,80
1,5296,8.762,7.3191,73
2,5296,8.762,7.1975,72
3,5296,8.762,7.2201,76
0,5297,8.762,7.1186,71
1,5297,8.762,7.2223,80
2,5297,8.762,7.2711,75
3,5297,8.762,7.2292,71
0,5298,8.762,7.5467,72
1,5298,8.762,7.2491,72
2,5298,8.762,7.129,75
3,5298,8.762,7.285,77
0,5299,8.762,7.3503,72
1,5299,8.762,7.2789,77
2,5299,8.762,7.3081,72
3,5299,8.762,7.3381,75
0,5300,8.762,7.459,71
1,5300,8.762,7.3083,73
2,5300,8.762,7.4703,64
3,5300,8.762,7.359,75
0,5301,8.762,7.3455,80
1,5301,8.762,7.3813,67
2,5301,8.762,7.435,72
3,5301,8.762,7.3132,73
0,5302,8.762,7.3333,81
1,5302,8.762,7.2199,78
2,5302,8.762,7.1342,81
3,5302,8.762,7.2659,77
0,5303,8.762,7.3227,77
1,5303,8.762,7.351,85
2,5303,8.762,7.2109,82
3,5303,8.762,7.3197,84
0,5304,8.762,7.138,79
1,5304,8.762,7.1086,78
2,5304,8.762,7.2599,81
3,5304,8.762,7.2385,81
0,5305,8.762,7.3436,79
1,5305,8.762,7.2821,80
2,5305,8.762,7.259,72
3,5305,8.762,7.2695,74
0,5306,8.762,7.1435,87
1,5306,8.762,7.4067,68
2,5306,8.762,7.159,77
3,5306,8.762,7.2945,79
0,5307,8.762,7.2532,76
1,5307,8.762,7.3538,75
2,5307,8.762,7.3069,71
3,5307,8.762,7.3518,80
0,5308,8.762,7.1437,74
1,5308,8.762,7.3024,69
2,5308,8.762,7.4952,70
3,5308,8.762,7.2643,79
0,5309,8.762,7.2588,78
1,5309,8.762,7.3923,74
2,5309,8.762,7.3581,80
3,5309,8.762,7.3122,79
0,5310,8.762,7.2093,81
1,5310,8.762,7.1919,71
2,5310,8.762,7.4031,76
3,5310,8.762,7.1702,81
0,5311,8.762,7.3557,80
1,5311,8.762,7.3506,73
2,5311,8.762,7.3228,77
3,5311,8.762,7.234,82
0,5312,8.762,7.2752,70
1,5312,8.762,7.2894,77
2,5312,8.762,7.3722,75
3,5312,8.762,7.1996,79
0,5313,8.762,7.5306,72
1,5313,8.762,7.1959,82
2,5313,8.762,7.4332,77
3,5313,8.762,7.2979,70
0,5314,8.762,7.3675,84
1,5314,8.762,7.2045,79
2,5314,8.762,7.3597,71
3,5314,8.762,7.3503,79
0,5315,8.762,7.27,79
1,5315,8.762,7.2175,70
2,5315,8.762,7.2855,79
3,5315,8.762,7.3397,77
0,5316,8.762,7.3346,70
1,5316,8.762,7.2606,76
2,5316,8.762,7.3327,81
3,5316,8.762,7.2402,78
0,5317,8.762,7.1717,76
1,5317,8.762,7.3136,76
2,5317,8.762,7.307,72
3,5317,8.762,7.3943,79
0,5318,8.762,7.2612,72
1,5318,8.762,7.3436,74
2,5318,8.762,7.3053,81
3,5318,8.762,7.2765,86
0,5319,8.762,7.2204,74
1,5319,8.762,7.3918,71
2,5319,8.762,7.2039,81
3,5319,8.762,7.1779,76
0,5320,8.762,7.3282,69
1,5320,8.762,7.3557,72
2,5320,8.762,7.2478,87
3,5320,8.762,7.3685,75
0,5321,8.762,7.3375,77
1,5321,8.762,7.2765,84
2,5321,8.762,7.2097,75
3,5321,8.762,7.398,60
0,5322,8.762,7.0907,91
1,5322,8.762,7.3942,60
2,5322,8.762,7.2033,74
3,5322,8.762,7.2534,72
0,5323,8.762,7.2885,78
1,5323,8.762,7.1958,78
2,5323,8.762,7.3163,70
3,5323,8.762,7.3136,69
0,5324,8.762,7.2116,78
1,5324,8.762,7.3811,69
2,5324,8.762,7.2206,87
3,5324,8.762,7.2867,79
0,5325,8.762,7.2437,79
1,5325,8.762,7.3077,75
2,5325,8.762,7.3126,75
3,5325,8.762,7.399,79
0,5326,8.762,7.0827,80
1,5326,8.762,7.3289,78
2,5326,8.762,7.3134,72
3,5326,8.762,7.3967,77
0,5327,8.762,7.2038,88
1,5327,8.762,7.2244,79
2,5327,8.762,7.2638,78
3,5327,8.762,7.2415,66
0,5328,8.762,7.151,72
1,5328,8.762,7.3033,80
2,5328,8.762,7.2028,74
3,5328,8.762,7.1908,81
0,5329,8.762,7.2095,78
1,5329,8.762,7.3871,73
2,5329,8.762,7.3548,75
3,5329,8.762,7.2601,78
0,5330,8.762,7.1711,74
1,5330,8.762,7.3612,82
2,5330,8.762,7.3902,75
3,5330,8.762,7.3489,77
0,5331,8.762,7.2582,71
1,5331,8.762,7.3805,71
2,5331,8.762,7.0706,88
3,5331,8.762,7.2305,80
0,5332,8.762,7.2441,78
1,5332,8.762,7.3677,78
2,5332,8.762,7.3718,79
3,5332,8.762,7.2967,79
0,5333,8.762,7.1933,73
1,5333,8.762,7.35,68
2,5333,8.762,7.1822,88
3,5333,8.762,7.391,73
0,5334,8.762,7.4157,67
1,5334,8.762,7.2198,72
2,5334,8.762,7.2513,73
3,5334,8.762,7.2671,83
0,5335,8.762,7.5226,70
1,5335,8.762,7.1837,78
2,5335,8.762,7.4142,78
3,5335,8.762,7.3471,78
0,5336,8.762,7.3165,82
1,5336,8.762,7.4457,75
2,5336,8.762,7.1124,75
3,5336,8.762,7.3379,76
0,5337,8.762,7.1527,73
1,5337,8.762,7.3214,77
2,5337,8.762,7.208,80
3,5337,8.762,7.1234,87
0,5338,8.762,7.2239,80
1,5338,8.762,7.29,80
2,5338,8.762,7.2028,72
3,5338,8.762,7.2861,84
0,5339,8.762,7.2743,83
1,5339,8.762,7.4769,68
2,5339,8.762,7.2548,70
3,5339,8.762,7.3563,69
0,5340,8.762,7.4605,63
1,5340,8.762,7.2783,83
2,5340,8.762,7.3083,68
3,5340,8.762,7.4404,70
0,5341,8.762,7.3054,74
1,5341,8.762,7.3592,73
2,5341,8.762,7.2413,77
3,5341,8.762,7.3748,64
0,5342,8.762,7.2628,76
1,5342,8.762,7.3358,82
2,5342,8.762,7.3152,62
3,5342,8.762,7.2358,74
0,5343,8.762,7.3855,70
1,5343,8.762,7.2443,76
2,5343,8.762,7.3174,81
3,5343,8.762,7.2676,81
0,5344,8.762,7.3283,80
1,5344,8.762,7.4874,73
2,5344,8.762,7.3332,83
3,5344,8.762,7.3619,82
0,5345,8.762,7.3734,74
1,5345,8.762,7.3158,79
2,5345,8.762,7.3196,69
3,5345,8.762,7.3509,70
0,5346,8.762,7.2162,70
1,5346,8.762,7.2693,77
2,5346,8.762,7.1709,79
3,5346,8.762,7.2134,80
0,5347,8.762,7.1988,85
1,5347,8.762,7.3401,78
2,5347,8.762,7.3587,82
3,5347,8.762,7.3557,74
0,5348,8.762,7.389,74
1,5348,8.762,7.3491,84
2,5348,8.762,7.4535,78
3,5348,8.762,7.1988,80
0,5349,8.762,7.0955,78
1,5349,8.762,7.3675,75
2,5349,8.762,7.0017,83
3,5349,8.762,7.3156,69
0,5350,8.762,7.1546,83
1,5350,8.762,7.3322,71
2,5350,8.762,7.3478,77
3,5350,8.762,7.1738,79
0,5351,8.762,7.2878,78
1,5351,8.762,7.3631,78
2,5351,8.762,7.3289,80
3,5351,8.762,7.04,84
0,5352,8.762,7.096,85
1,5352,8.762,7.3073,68
2,5352,8.762,7.3156,71
3,5352,8.762,7.2478,88
0,5353,8.762,7.1584,72
1,5353,8.762,7.222,91
2,5353,8.762,7.1834,86
3,5353,8.762,7.3296,72
0,5354,8.762,7.3102,75
1,5354,8.762,7.2206,79
2,5354,8.762,7.1074,86
3,5354,8.762,7.3629,86
0,5355,8.762,7.2729,74
1,5355,8.762,7.2412,73
2,5355,8.762,7.3172,86
3,5355,8.762,7.1138,78
0,5356,8.762,7.2089,87
1,5356,8.762,7.4292,67
2,5356,8.762,7.2756,74
3,5356,8.762,7.4305,71
0,5357,8.762,7.3806,79
1,5357,8.762,7.3631,87
2,5357,8.762,7.1864,79
3,5357,8.762,7.4904,71
0,5358,8.762,7.2279,71
1,5358,8.762,7.2523,73
2,5358,8.762,7.1952,82
3,5358,8.762,7.305,75
0,5359,8.762,7.2618,79
1,5359,8.762,7.1218,86
2,5359,8.762,7.4211,68
3,5359,8.762,7.1252,83
0,5360,8.762,7.4417,72
1,5360,8.762,7.1699,75
2,5360,8.762,7.2604,63
3,5360,8.762,7.2471,81
0,5361,8.762,7.1644,72
1,5361,8.762,7.2871,80
2,5361,8.762,7.24,83
3,5361,8.762,7.2159,85
0,5362,8.762,7.2263,73
1,5362,8.762,7.2547,78
2,5362,8.762,7.3269,76
3,5362,8.762,7.2307,68
0,5363,8.762,7.3108,74
1,5363,8.762,7.3609,81
2,5363,8.762,7.2975,68
3,5363,8.762,7.305,82
0,5364,8.762,7.3822,65
1,5364,8.762,7.1756,87
2,5364,8.762,7.3154,85
3,5364,8.762,7.2206,79
0,5365,8.762,7.2996,74
1,5365,8.762,7.2055,79
2,5365,8.762,7.3361,72
3,5365,8.762,7.2772,67
0,5366,8.762,7.2394,74
1,5366,8.762,7.2968,80
2,5366,8.762,7.1567,79
3,5366,8.762,7.3246,85
0,5367,8.762,7.2469,75
1,5367,8.762,7.2478,84
2,5367,8.762,7.4132,74
3,5367,8.762,7.4506,73
0,5368,8.762,7.2141,81
1,5368,8.762,7.1168,74
2,5368,8.762,7.184,73
3,5368,8.762,7.1441,75
0,5369,8.762,7.4283,69
1,5369,8.762,7.2416,79
2,5369,8.762,7.415,72
3,5369,8.762,7.196,86
0,5370,8.762,7.1972,80
1,5370,8.762,7.2264,78
2,5370,8.762,7.3173,76
3,5370,8.762,7.2789,72
0,5371,8.762,7.2977,74
1,5371,8.762,7.3175,82
2,5371,8.762,7.3673,65
3,5371,8.762,7.2905,73
0,5372,8.762,7.4067,75
1,5372,8.762,7.3492,75
2,5372,8.762,7.284,81
3,5372,8.762,7.2741,79
0,5373,8.762,7.2324,72
1,5373,8.762,7.1474,79
2,5373,8.762,7.1823,77
3,5373,8.762,7.2341,83
0,5374,8.762,7.3289,75
1,5374,8.762,7.3583,73
2,5374,8.762,7.2591,76
3,5374,8.762,7.3705,79
0,5375,8.762,7.27,76
1,5375,8.762,7.3322,75
2,5375,8.762,7.1552,80
3,5375,8.762,7.1645,84
0,5376,8.762,7.2615,73
1,5376,8.762,7.4007,69
2,5376,8.762,7.2601,77
3,5376,8.762,7.3862,81
0,5377,8.762,7.2654,81
1,5377,8.762,7.3363,76
2,5377,8.762,7.2218,76
3,5377,8.762,7.4094,68
0,5378,8.762,7.2802,81
1,5378,8.762,7.1472,86
2,5378,8.762,7.1945,87
3,5378,8.762,7.3567,75
0,5379,8.762,7.1474,88
1,5379,8.762,7.2537,76
2,5379,8.762,7.2612,82
3,5379,8.762,7.2942,78
0,5380,8.762,7.2104,73
1,5380,8.762,7.392,70
2,5380,8.762,7.255,80
3,5380,8.762,7.3462,78
0,5381,8.762,7.2979,80
1,5381,8.762,7.376,76
2,5381,8.762,7.1948,78
3,5381,8.762,7.2665,71
0,5382,8.762,7.3506,71
1,5382,8.762,7.2839,75
2,5382,8.762,7.2396,73
3,5382,8.762,7.2815,82
0,5383,8.762,7.3553,73
1,5383,8.762,7.4167,64
2,5383,8.762,7.3156,75
3,5383,8.762,7.2443,75
0,5384,8.762,7.257,80
1,5384,8.762,7.1437,83
2,5384,8.762,7.2282,71
3,5384,8.762,7.2778,74
0,5385,8.762,7.2587,89
1,5385,8.762,7.4542,66
2,5385,8.762,7.2334,82
3,5385,8.762,7.3689,79
0,5386,8.762,7.1996,71
1,5386,8.762,7.2418,72
2,5386,8.762,7.6086,58
3,5386,8.762,7.1545,78
0,5387,8.762,7.3017,77
1,5387,8.762,7.3435,83
2,5387,8.762,7.3125,80
3,5387,8.762,6.9808,88
0,5388,8.762,7.166,85
1,5388,8.762,7.1796,70
2,5388,8.762,7.2674,80
3,5388,8.762,7.2811,73
0,5389,8.762,7.3564,80
1,5389,8.762,7.2967,74
2,5389,8.762,7.3657,79
3,5389,8.762,7.4407,68
0,5390,8.762,7.301,76
1,5390,8.762,7.3096,68
2,5390,8.762,7.3135,72
3,5390,8.762,7.4039,72
0,5391,8.762,7.1173,79
1,5391,8.762,7.4256,73
2,5391,8.762,7.3469,71
3,5391,8.762,7.2795,80
0,5392,8.762,7.3042,82
1,5392,8.762,7.121,74
2,5392,8.762,7.5491,67
3,5392,8.762,7.1892,71
0,5393,8.762,7.3162,80
1,5393,8.762,7.3069,68
2,5393,8.762,7.2213,81
3,5393,8.762,7.4372,78
0,5394,8.762,7.4189,63
1,5394,8.762,7.1758,76
2,5394,8.762,7.3139,77
3,5394,8.762,7.2344,82
0,5395,8.762,7.2267,69
1,5395,8.762,7.2912,81
2,5395,8.762,7.3085,75
3,5395,8.762,7.2729,76
0,5396,8.762,7.223,81
1,5396,8.762,7.3779,84
2,5396,8.762,7.3536,76
3,5396,8.762,7.1179,79
0,5397,8.762,7.2523,80
1,5397,8.762,7.2143,67
2,5397,8.762,7.3209,81
3,5397,8.762,7.2159,82
0,5398,8.762,7.3418,75
1,5398,8.762,7.5077,72
2,5398,8.762,7.3746,73
3,5398,8.762,7.4426,72
0,5399,8.762,7.2627,75
1,5399,8.762,7.0961,90
2,5399,8.762,7.4756,77
3,5399,8.762,7.3644,78
0,5400,8.762,7.3781,74
1,5400,8.762,7.2152,87
2,5400,8.762,7.2169,74
3,5400,8.762,7.4264,68
0,5401,8.762,7.2125,78
1,5401,8.762,7.3157,74
2,5401,8.762,7.3424,75
3,5401,8.762,7.1408,83
0,5402,8.762,7.4458,71
1,5402,8.762,7.189,85
2,5402,8.762,7.3644,68
3,5402,8.762,7.288,66
0,5403,8.762,7.4636,69
1,5403,8.762,7.4516,72
2,5403,8.762,7.2595,78
3,5403,8.762,6.9834,81
0,5404,8.762,7.2306,74
1,5404,8.762,7.373,69
2,5404,8.762,7.4143,74
3,5404,8.762,7.194,80
0,5405,8.762,7.4709,63
1,5405,8.762,7.15,76
2,5405,8.762,7.2611,81
3,5405,8.762,7.3438,75
0,5406,8.762,7.5367,68
1,5406,8.762,7.2757,80
2,5406,8.762,7.3771,78
3,5406,8.762,7.2355,79
0,5407,8.762,7.1711,77
1,5407,8.762,7.2552,75
2,5407,8.762,7.2787,81
3,5407,8.762,7.2135,78
0,5408,8.762,7.2332,73
1,5408,8.762,7.3221,65
2,5408,8.762,7.3162,79
3,5408,8.762,7.2563,83
0,5409,8.762,7.1961,84
1,5409,8.762,7.2829,81
2,5409,8.762,7.3315,81
3,5409,8.762,7.3209,79
0,5410,8.762,7.1728,81
1,5410,8.762,7.3727,76
2,5410,8.762,7.3316,74
3,5410,8.762,7.3447,72
0,5411,8.762,7.3086,73
1,5411,8.762,7.2668,80
2,5411,8.762,7.2943,72
3,5411,8.762,7.2502,79
0,5412,8.762,7.2232,87
1,5412,8.762,7.3342,81
2,5412,8.762,7.3086,75
