strategy,seed,budget_target,budget_used,best_found,pred_top16,spearman_5k,violations,wall_s,history
random-prior,22,384,384,4.0108,2.2119,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.78404769899}, {""round"": 1, ""budget"": 48, ""best_label"": 3.85008641169}, {""round"": 2, ""budget"": 72, ""best_label"": 3.8115665115383295}, {""round"": 3, ""budget"": 96, ""best_label"": 3.82337579652}, {""round"": 4, ""budget"": 120, ""best_label"": 3.788957254512}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9462448390699993}, {""round"": 6, ""budget"": 168, ""best_label"": 3.9074431998}, {""round"": 7, ""budget"": 192, ""best_label"": 3.7654405957254498}, {""round"": 8, ""budget"": 216, ""best_label"": 3.76661276003}, {""round"": 9, ""budget"": 240, ""best_label"": 4.01084338675}, {""round"": 10, ""budget"": 264, ""best_label"": 3.80650794833}, {""round"": 11, ""budget"": 288, ""best_label"": 3.91363956578}, {""round"": 12, ""budget"": 312, ""best_label"": 3.76620196619}, {""round"": 13, ""budget"": 336, ""best_label"": 3.78401025256}, {""round"": 14, ""budget"": 360, ""best_label"": 3.90224338822}, {""round"": 15, ""budget"": 384, ""best_label"": 3.91456346659}]"
random-prior,33,384,384,4.0306,3.1037,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.88860160002}, {""round"": 1, ""budget"": 48, ""best_label"": 3.88990290766}, {""round"": 2, ""budget"": 72, ""best_label"": 3.82321886712}, {""round"": 3, ""budget"": 96, ""best_label"": 3.75955935845}, {""round"": 4, ""budget"": 120, ""best_label"": 3.83733679738}, {""round"": 5, ""budget"": 144, ""best_label"": 3.92875026083}, {""round"": 6, ""budget"": 168, ""best_label"": 3.70308803086}, {""round"": 7, ""budget"": 192, ""best_label"": 3.83657727083}, {""round"": 8, ""budget"": 216, ""best_label"": 3.80963566179}, {""round"": 9, ""budget"": 240, ""best_label"": 4.030607799019998}, {""round"": 10, ""budget"": 264, ""best_label"": 3.97213372817}, {""round"": 11, ""budget"": 288, ""best_label"": 3.88650863036}, {""round"": 12, ""budget"": 312, ""best_label"": 3.81836024891}, {""round"": 13, ""budget"": 336, ""best_label"": 3.88860160002}, {""round"": 14, ""budget"": 360, ""best_label"": 4.0079749859}, {""round"": 15, ""budget"": 384, ""best_label"": 3.76971726314}]"
random-prior,44,384,384,4.1136,2.4198,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.81167189936}, {""round"": 1, ""budget"": 48, ""best_label"": 3.776162609972}, {""round"": 2, ""budget"": 72, ""best_label"": 3.75837718083}, {""round"": 3, ""budget"": 96, ""best_label"": 3.76581310061}, {""round"": 4, ""budget"": 120, ""best_label"": 3.777502142130001}, {""round"": 5, ""budget"": 144, ""best_label"": 3.81283242906}, {""round"": 6, ""budget"": 168, ""best_label"": 3.89725211269}, {""round"": 7, ""budget"": 192, ""best_label"": 3.92264093089}, {""round"": 8, ""budget"": 216, ""best_label"": 3.9923212258}, {""round"": 9, ""budget"": 240, ""best_label"": 4.11357579525}, {""round"": 10, ""budget"": 264, ""best_label"": 3.89725211269}, {""round"": 11, ""budget"": 288, ""best_label"": 3.791608025115}, {""round"": 12, ""budget"": 312, ""best_label"": 3.75151272063}, {""round"": 13, ""budget"": 336, ""best_label"": 3.73313256047}, {""round"": 14, ""budget"": 360, ""best_label"": 3.84011592586}, {""round"": 15, ""budget"": 384, ""best_label"": 3.8847714694}]"
random-prior,55,384,384,3.9462,2.831,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.8974692349}, {""round"": 1, ""budget"": 48, ""best_label"": 3.8095446764}, {""round"": 2, ""budget"": 72, ""best_label"": 3.83430419605}, {""round"": 3, ""budget"": 96, ""best_label"": 3.83430419605}, {""round"": 4, ""budget"": 120, ""best_label"": 3.85554797578}, {""round"": 5, ""budget"": 144, ""best_label"": 3.88965191239}, {""round"": 6, ""budget"": 168, ""best_label"": 3.78842978365}, {""round"": 7, ""budget"": 192, ""best_label"": 3.8949242631}, {""round"": 8, ""budget"": 216, ""best_label"": 3.803737540765}, {""round"": 9, ""budget"": 240, ""best_label"": 3.79726321519}, {""round"": 10, ""budget"": 264, ""best_label"": 3.81283242906}, {""round"": 11, ""budget"": 288, ""best_label"": 3.78401025256}, {""round"": 12, ""budget"": 312, ""best_label"": 3.789131896295}, {""round"": 13, ""budget"": 336, ""best_label"": 3.9462448390699993}, {""round"": 14, ""budget"": 360, ""best_label"": 3.8564872496699993}, {""round"": 15, ""budget"": 384, ""best_label"": 3.7510042}]"
random-prior,66,384,384,4.008,2.6629,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.88860160002}, {""round"": 1, ""budget"": 48, ""best_label"": 3.8231935446900014}, {""round"": 2, ""budget"": 72, ""best_label"": 3.91218570489}, {""round"": 3, ""budget"": 96, ""best_label"": 3.803737540765}, {""round"": 4, ""budget"": 120, ""best_label"": 3.75774692977333}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9218424121900006}, {""round"": 6, ""budget"": 168, ""best_label"": 3.80718392505}, {""round"": 7, ""budget"": 192, ""best_label"": 3.87506031443}, {""round"": 8, ""budget"": 216, ""best_label"": 4.0079749859}, {""round"": 9, ""budget"": 240, ""best_label"": 3.87297019732}, {""round"": 10, ""budget"": 264, ""best_label"": 3.87601051656}, {""round"": 11, ""budget"": 288, ""best_label"": 3.97910423572}, {""round"": 12, ""budget"": 312, ""best_label"": 3.77087325896083}, {""round"": 13, ""budget"": 336, ""best_label"": 3.7069700963}, {""round"": 14, ""budget"": 360, ""best_label"": 3.80660527477}, {""round"": 15, ""budget"": 384, ""best_label"": 3.8115665115383295}]"
random-prior,77,384,384,3.956,2.7872,,0,0.4,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.8109936534800006}, {""round"": 1, ""budget"": 48, ""best_label"": 3.910500967830002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.8367989063514303}, {""round"": 3, ""budget"": 96, ""best_label"": 3.79312030725}, {""round"": 4, ""budget"": 120, ""best_label"": 3.91218570489}, {""round"": 5, ""budget"": 144, ""best_label"": 3.803737540765}, {""round"": 6, ""budget"": 168, ""best_label"": 3.7134090578185694}, {""round"": 7, ""budget"": 192, ""best_label"": 3.77057133739}, {""round"": 8, ""budget"": 216, ""best_label"": 3.77240542127}, {""round"": 9, ""budget"": 240, ""best_label"": 3.786293910940002}, {""round"": 10, ""budget"": 264, ""best_label"": 3.82663130139}, {""round"": 11, ""budget"": 288, ""best_label"": 3.95603200407}, {""round"": 12, ""budget"": 312, ""best_label"": 3.7557456715216695}, {""round"": 13, ""budget"": 336, ""best_label"": 3.90677578216}, {""round"": 14, ""budget"": 360, ""best_label"": 3.899559507}, {""round"": 15, ""budget"": 384, ""best_label"": 3.81283242906}]"
random-prior,88,384,384,3.9923,2.5668,,0,0.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.80040312923}, {""round"": 1, ""budget"": 48, ""best_label"": 3.772891574780002}, {""round"": 2, ""budget"": 72, ""best_label"": 3.82689906554}, {""round"": 3, ""budget"": 96, ""best_label"": 3.803737540765}, {""round"": 4, ""budget"": 120, ""best_label"": 3.87168399712}, {""round"": 5, ""budget"": 144, ""best_label"": 3.9923212258}, {""round"": 6, ""budget"": 168, ""best_label"": 3.79312030725}, {""round"": 7, ""budget"": 192, ""best_label"": 3.92875026083}, {""round"": 8, ""budget"": 216, ""best_label"": 3.81255140901}, {""round"": 9, ""budget"": 240, ""best_label"": 3.9843820033}, {""round"": 10, ""budget"": 264, ""best_label"": 3.86684438382}, {""round"": 11, ""budget"": 288, ""best_label"": 3.92264093089}, {""round"": 12, ""budget"": 312, ""best_label"": 3.8971122241300007}, {""round"": 13, ""budget"": 336, ""best_label"": 3.82663130139}, {""round"": 14, ""budget"": 360, ""best_label"": 3.88965191239}, {""round"": 15, ""budget"": 384, ""best_label"": 3.85125237013}]"
ridge-AL,11,96,96,3.8239,3.141,0.2584,0,0.6,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.82387087061}, {""round"": 1, ""budget"": 48, ""best_label"": 3.82387087061}, {""round"": 2, ""budget"": 72, ""best_label"": 3.82387087061}, {""round"": 3, ""budget"": 96, ""best_label"": 3.82387087061}]"
ridge-AL,22,96,96,3.7663,3.0768,0.3195,0,0.5,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.76626498185}, {""round"": 1, ""budget"": 48, ""best_label"": 3.76626498185}, {""round"": 2, ""budget"": 72, ""best_label"": 3.76626498185}, {""round"": 3, ""budget"": 96, ""best_label"": 3.76626498185}]"
ridge-AL,33,96,96,3.8419,2.8525,0.3019,0,0.5,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.841910466}, {""round"": 1, ""budget"": 48, ""best_label"": 3.841910466}, {""round"": 2, ""budget"": 72, ""best_label"": 3.841910466}, {""round"": 3, ""budget"": 96, ""best_label"": 3.841910466}]"
ridge-AL,44,96,96,3.696,2.4559,0.2158,0,0.5,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.65578107564}, {""round"": 1, ""budget"": 48, ""best_label"": 3.65578107564}, {""round"": 2, ""budget"": 72, ""best_label"": 3.69604485805}, {""round"": 3, ""budget"": 96, ""best_label"": 3.69604485805}]"
ridge-AL,55,96,96,3.8667,3.4431,0.3239,0,0.5,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.86668366764}, {""round"": 1, ""budget"": 48, ""best_label"": 3.86668366764}, {""round"": 2, ""budget"": 72, ""best_label"": 3.86668366764}, {""round"": 3, ""budget"": 96, ""best_label"": 3.86668366764}]"
ridge-AL,66,96,96,3.9529,2.9845,0.3174,0,0.5,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.95288280165}, {""round"": 1, ""budget"": 48, ""best_label"": 3.95288280165}, {""round"": 2, ""budget"": 72, ""best_label"": 3.95288280165}, {""round"": 3, ""budget"": 96, ""best_label"": 3.95288280165}]"
ridge-AL,77,96,96,3.8733,3.4554,0.2476,0,0.5,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.87331675619}, {""round"": 1, ""budget"": 48, ""best_label"": 3.87331675619}, {""round"": 2, ""budget"": 72, ""best_label"": 3.87331675619}, {""round"": 3, ""budget"": 96, ""best_label"": 3.87331675619}]"
ridge-AL,88,96,96,3.7909,3.2942,0.3522,0,0.5,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.7909265646}, {""round"": 1, ""budget"": 48, ""best_label"": 3.7909265646}, {""round"": 2, ""budget"": 72, ""best_label"": 3.7909265646}, {""round"": 3, ""budget"": 96, ""best_label"": 3.7909265646}]"
ridge-AL,11,192,192,3.8239,3.0787,0.2538,0,1.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.82387087061}, {""round"": 1, ""budget"": 48, ""best_label"": 3.82387087061}, {""round"": 2, ""budget"": 72, ""best_label"": 3.82387087061}, {""round"": 3, ""budget"": 96, ""best_label"": 3.82387087061}, {""round"": 4, ""budget"": 120, ""best_label"": 3.82387087061}, {""round"": 5, ""budget"": 144, ""best_label"": 3.82387087061}, {""round"": 6, ""budget"": 168, ""best_label"": 3.82387087061}, {""round"": 7, ""budget"": 192, ""best_label"": 3.82387087061}]"
ridge-AL,22,192,192,3.7663,3.4101,0.2848,0,1.2,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.76626498185}, {""round"": 1, ""budget"": 48, ""best_label"": 3.76626498185}, {""round"": 2, ""budget"": 72, ""best_label"": 3.76626498185}, {""round"": 3, ""budget"": 96, ""best_label"": 3.76626498185}, {""round"": 4, ""budget"": 120, ""best_label"": 3.76626498185}, {""round"": 5, ""budget"": 144, ""best_label"": 3.76626498185}, {""round"": 6, ""budget"": 168, ""best_label"": 3.76626498185}, {""round"": 7, ""budget"": 192, ""best_label"": 3.76626498185}]"
ridge-AL,33,192,192,3.8419,2.7491,0.2998,0,1.1,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.841910466}, {""round"": 1, ""budget"": 48, ""best_label"": 3.841910466}, {""round"": 2, ""budget"": 72, ""best_label"": 3.841910466}, {""round"": 3, ""budget"": 96, ""best_label"": 3.841910466}, {""round"": 4, ""budget"": 120, ""best_label"": 3.841910466}, {""round"": 5, ""budget"": 144, ""best_label"": 3.841910466}, {""round"": 6, ""budget"": 168, ""best_label"": 3.841910466}, {""round"": 7, ""budget"": 192, ""best_label"": 3.841910466}]"
ridge-AL,44,192,192,3.875,3.16,0.2346,0,1.1,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.65578107564}, {""round"": 1, ""budget"": 48, ""best_label"": 3.65578107564}, {""round"": 2, ""budget"": 72, ""best_label"": 3.69604485805}, {""round"": 3, ""budget"": 96, ""best_label"": 3.69604485805}, {""round"": 4, ""budget"": 120, ""best_label"": 3.87501518006}, {""round"": 5, ""budget"": 144, ""best_label"": 3.87501518006}, {""round"": 6, ""budget"": 168, ""best_label"": 3.87501518006}, {""round"": 7, ""budget"": 192, ""best_label"": 3.87501518006}]"
ridge-AL,55,192,192,3.8667,3.2883,0.3141,0,1.1,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.86668366764}, {""round"": 1, ""budget"": 48, ""best_label"": 3.86668366764}, {""round"": 2, ""budget"": 72, ""best_label"": 3.86668366764}, {""round"": 3, ""budget"": 96, ""best_label"": 3.86668366764}, {""round"": 4, ""budget"": 120, ""best_label"": 3.86668366764}, {""round"": 5, ""budget"": 144, ""best_label"": 3.86668366764}, {""round"": 6, ""budget"": 168, ""best_label"": 3.86668366764}, {""round"": 7, ""budget"": 192, ""best_label"": 3.86668366764}]"
ridge-AL,66,192,192,3.9529,3.1254,0.2948,0,1.1,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.95288280165}, {""round"": 1, ""budget"": 48, ""best_label"": 3.95288280165}, {""round"": 2, ""budget"": 72, ""best_label"": 3.95288280165}, {""round"": 3, ""budget"": 96, ""best_label"": 3.95288280165}, {""round"": 4, ""budget"": 120, ""best_label"": 3.95288280165}, {""round"": 5, ""budget"": 144, ""best_label"": 3.95288280165}, {""round"": 6, ""budget"": 168, ""best_label"": 3.95288280165}, {""round"": 7, ""budget"": 192, ""best_label"": 3.95288280165}]"
ridge-AL,77,192,192,3.8733,3.2983,0.2339,0,1.1,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.87331675619}, {""round"": 1, ""budget"": 48, ""best_label"": 3.87331675619}, {""round"": 2, ""budget"": 72, ""best_label"": 3.87331675619}, {""round"": 3, ""budget"": 96, ""best_label"": 3.87331675619}, {""round"": 4, ""budget"": 120, ""best_label"": 3.87331675619}, {""round"": 5, ""budget"": 144, ""best_label"": 3.87331675619}, {""round"": 6, ""budget"": 168, ""best_label"": 3.87331675619}, {""round"": 7, ""budget"": 192, ""best_label"": 3.87331675619}]"
ridge-AL,88,192,192,3.7909,3.2918,0.298,0,1.3,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.7909265646}, {""round"": 1, ""budget"": 48, ""best_label"": 3.7909265646}, {""round"": 2, ""budget"": 72, ""best_label"": 3.7909265646}, {""round"": 3, ""budget"": 96, ""best_label"": 3.7909265646}, {""round"": 4, ""budget"": 120, ""best_label"": 3.7909265646}, {""round"": 5, ""budget"": 144, ""best_label"": 3.7909265646}, {""round"": 6, ""budget"": 168, ""best_label"": 3.7909265646}, {""round"": 7, ""budget"": 192, ""best_label"": 3.7909265646}]"
ridge-AL,11,384,384,3.8239,3.268,0.2777,0,3.0,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.82387087061}, {""round"": 1, ""budget"": 48, ""best_label"": 3.82387087061}, {""round"": 2, ""budget"": 72, ""best_label"": 3.82387087061}, {""round"": 3, ""budget"": 96, ""best_label"": 3.82387087061}, {""round"": 4, ""budget"": 120, ""best_label"": 3.82387087061}, {""round"": 5, ""budget"": 144, ""best_label"": 3.82387087061}, {""round"": 6, ""budget"": 168, ""best_label"": 3.82387087061}, {""round"": 7, ""budget"": 192, ""best_label"": 3.82387087061}, {""round"": 8, ""budget"": 216, ""best_label"": 3.82387087061}, {""round"": 9, ""budget"": 240, ""best_label"": 3.82387087061}, {""round"": 10, ""budget"": 264, ""best_label"": 3.82387087061}, {""round"": 11, ""budget"": 288, ""best_label"": 3.82387087061}, {""round"": 12, ""budget"": 312, ""best_label"": 3.82387087061}, {""round"": 13, ""budget"": 336, ""best_label"": 3.82387087061}, {""round"": 14, ""budget"": 360, ""best_label"": 3.82387087061}, {""round"": 15, ""budget"": 384, ""best_label"": 3.82387087061}]"
ridge-AL,22,384,384,3.7663,3.4294,0.3092,0,2.8,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.76626498185}, {""round"": 1, ""budget"": 48, ""best_label"": 3.76626498185}, {""round"": 2, ""budget"": 72, ""best_label"": 3.76626498185}, {""round"": 3, ""budget"": 96, ""best_label"": 3.76626498185}, {""round"": 4, ""budget"": 120, ""best_label"": 3.76626498185}, {""round"": 5, ""budget"": 144, ""best_label"": 3.76626498185}, {""round"": 6, ""budget"": 168, ""best_label"": 3.76626498185}, {""round"": 7, ""budget"": 192, ""best_label"": 3.76626498185}, {""round"": 8, ""budget"": 216, ""best_label"": 3.76626498185}, {""round"": 9, ""budget"": 240, ""best_label"": 3.76626498185}, {""round"": 10, ""budget"": 264, ""best_label"": 3.76626498185}, {""round"": 11, ""budget"": 288, ""best_label"": 3.76626498185}, {""round"": 12, ""budget"": 312, ""best_label"": 3.76626498185}, {""round"": 13, ""budget"": 336, ""best_label"": 3.76626498185}, {""round"": 14, ""budget"": 360, ""best_label"": 3.76626498185}, {""round"": 15, ""budget"": 384, ""best_label"": 3.76626498185}]"
ridge-AL,33,384,384,3.8419,3.2616,0.3107,0,2.9,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.841910466}, {""round"": 1, ""budget"": 48, ""best_label"": 3.841910466}, {""round"": 2, ""budget"": 72, ""best_label"": 3.841910466}, {""round"": 3, ""budget"": 96, ""best_label"": 3.841910466}, {""round"": 4, ""budget"": 120, ""best_label"": 3.841910466}, {""round"": 5, ""budget"": 144, ""best_label"": 3.841910466}, {""round"": 6, ""budget"": 168, ""best_label"": 3.841910466}, {""round"": 7, ""budget"": 192, ""best_label"": 3.841910466}, {""round"": 8, ""budget"": 216, ""best_label"": 3.841910466}, {""round"": 9, ""budget"": 240, ""best_label"": 3.841910466}, {""round"": 10, ""budget"": 264, ""best_label"": 3.841910466}, {""round"": 11, ""budget"": 288, ""best_label"": 3.841910466}, {""round"": 12, ""budget"": 312, ""best_label"": 3.841910466}, {""round"": 13, ""budget"": 336, ""best_label"": 3.841910466}, {""round"": 14, ""budget"": 360, ""best_label"": 3.841910466}, {""round"": 15, ""budget"": 384, ""best_label"": 3.841910466}]"
ridge-AL,44,384,384,3.875,3.4456,0.258,0,2.8,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.65578107564}, {""round"": 1, ""budget"": 48, ""best_label"": 3.65578107564}, {""round"": 2, ""budget"": 72, ""best_label"": 3.69604485805}, {""round"": 3, ""budget"": 96, ""best_label"": 3.69604485805}, {""round"": 4, ""budget"": 120, ""best_label"": 3.87501518006}, {""round"": 5, ""budget"": 144, ""best_label"": 3.87501518006}, {""round"": 6, ""budget"": 168, ""best_label"": 3.87501518006}, {""round"": 7, ""budget"": 192, ""best_label"": 3.87501518006}, {""round"": 8, ""budget"": 216, ""best_label"": 3.87501518006}, {""round"": 9, ""budget"": 240, ""best_label"": 3.87501518006}, {""round"": 10, ""budget"": 264, ""best_label"": 3.87501518006}, {""round"": 11, ""budget"": 288, ""best_label"": 3.87501518006}, {""round"": 12, ""budget"": 312, ""best_label"": 3.87501518006}, {""round"": 13, ""budget"": 336, ""best_label"": 3.87501518006}, {""round"": 14, ""budget"": 360, ""best_label"": 3.87501518006}, {""round"": 15, ""budget"": 384, ""best_label"": 3.87501518006}]"
ridge-AL,55,384,384,3.8667,3.1312,0.3391,0,2.8,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.86668366764}, {""round"": 1, ""budget"": 48, ""best_label"": 3.86668366764}, {""round"": 2, ""budget"": 72, ""best_label"": 3.86668366764}, {""round"": 3, ""budget"": 96, ""best_label"": 3.86668366764}, {""round"": 4, ""budget"": 120, ""best_label"": 3.86668366764}, {""round"": 5, ""budget"": 144, ""best_label"": 3.86668366764}, {""round"": 6, ""budget"": 168, ""best_label"": 3.86668366764}, {""round"": 7, ""budget"": 192, ""best_label"": 3.86668366764}, {""round"": 8, ""budget"": 216, ""best_label"": 3.86668366764}, {""round"": 9, ""budget"": 240, ""best_label"": 3.86668366764}, {""round"": 10, ""budget"": 264, ""best_label"": 3.86668366764}, {""round"": 11, ""budget"": 288, ""best_label"": 3.86668366764}, {""round"": 12, ""budget"": 312, ""best_label"": 3.86668366764}, {""round"": 13, ""budget"": 336, ""best_label"": 3.86668366764}, {""round"": 14, ""budget"": 360, ""best_label"": 3.86668366764}, {""round"": 15, ""budget"": 384, ""best_label"": 3.86668366764}]"
ridge-AL,66,384,384,3.9529,3.5647,0.3018,0,2.8,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.95288280165}, {""round"": 1, ""budget"": 48, ""best_label"": 3.95288280165}, {""round"": 2, ""budget"": 72, ""best_label"": 3.95288280165}, {""round"": 3, ""budget"": 96, ""best_label"": 3.95288280165}, {""round"": 4, ""budget"": 120, ""best_label"": 3.95288280165}, {""round"": 5, ""budget"": 144, ""best_label"": 3.95288280165}, {""round"": 6, ""budget"": 168, ""best_label"": 3.95288280165}, {""round"": 7, ""budget"": 192, ""best_label"": 3.95288280165}, {""round"": 8, ""budget"": 216, ""best_label"": 3.95288280165}, {""round"": 9, ""budget"": 240, ""best_label"": 3.95288280165}, {""round"": 10, ""budget"": 264, ""best_label"": 3.95288280165}, {""round"": 11, ""budget"": 288, ""best_label"": 3.95288280165}, {""round"": 12, ""budget"": 312, ""best_label"": 3.95288280165}, {""round"": 13, ""budget"": 336, ""best_label"": 3.95288280165}, {""round"": 14, ""budget"": 360, ""best_label"": 3.95288280165}, {""round"": 15, ""budget"": 384, ""best_label"": 3.95288280165}]"
ridge-AL,77,384,384,3.8733,3.1479,0.2382,0,2.8,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.87331675619}, {""round"": 1, ""budget"": 48, ""best_label"": 3.87331675619}, {""round"": 2, ""budget"": 72, ""best_label"": 3.87331675619}, {""round"": 3, ""budget"": 96, ""best_label"": 3.87331675619}, {""round"": 4, ""budget"": 120, ""best_label"": 3.87331675619}, {""round"": 5, ""budget"": 144, ""best_label"": 3.87331675619}, {""round"": 6, ""budget"": 168, ""best_label"": 3.87331675619}, {""round"": 7, ""budget"": 192, ""best_label"": 3.87331675619}, {""round"": 8, ""budget"": 216, ""best_label"": 3.87331675619}, {""round"": 9, ""budget"": 240, ""best_label"": 3.87331675619}, {""round"": 10, ""budget"": 264, ""best_label"": 3.87331675619}, {""round"": 11, ""budget"": 288, ""best_label"": 3.87331675619}, {""round"": 12, ""budget"": 312, ""best_label"": 3.87331675619}, {""round"": 13, ""budget"": 336, ""best_label"": 3.87331675619}, {""round"": 14, ""budget"": 360, ""best_label"": 3.87331675619}, {""round"": 15, ""budget"": 384, ""best_label"": 3.87331675619}]"
ridge-AL,88,384,384,3.7909,3.3656,0.281,0,2.9,"[{""round"": 0, ""budget"": 24, ""best_label"": 3.7909265646}, {""round"": 1, ""budget"": 48, ""best_label"": 3.7909265646}, {""round"": 2, ""budget"": 72, ""best_label"": 3.7909265646}, {""round"": 3, ""budget"": 96, ""best_label"": 3.7909265646}, {""round"": 4, ""budget"": 120, ""best_label"": 3.7909265646}, {""round"": 5, ""budget"": 144, ""best_label"": 3.7909265646}, {""round"": 6, ""budget"": 168, ""best_label"": 3.7909265646}, {""round"": 7, ""budget"": 192, ""best_label"": 3.7909265646}, {""round"": 8, ""budget"": 216, ""best_label"": 3.7909265646}, {""round"": 9, ""budget"": 240, ""best_label"": 3.7909265646}, {""round"": 10, ""budget"": 264, ""best_label"": 3.7909265646}, {""round"": 11, ""budget"": 288, ""best_label"": 3.7909265646}, {""round"": 12, ""budget"": 312, ""best_label"": 3.7909265646}, {""round"": 13, ""budget"": 336, ""best_label"": 3.7909265646}, {""round"": 14, ""budget"": 360, ""best_label"": 3.7909265646}, {""round"": 15, ""budget"": 384, ""best_label"": 3.7909265646}]"
